,Course Name,University,Aptitude Score,Previous Score,Extracurricular activity,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
2934,How to Finance and Grow Your Startup ï¿½ Without VC,University of London,98.0,66.0,Yes,4.6,75.0,61.0,96.0
2935,Refugees in the 21st Century,University of London,90.0,68.0,Yes,4.8,61.0,76.0,62.0
2936,International Business Environment,University of London,74.0,66.0,Yes,4.7,75.0,70.0,91.0
2937,Responsive Web Design,University of London,82.0,71.0,No,4.5,84.0,77.0,90.0
2938,Quantitative Foundations for International Business,University of London,64.0,68.0,Yes,3.5,91.0,56.0,69.0
2939,Teaching EFL/ESL Reading: A Task Based Approach,University of London,83.0,67.0,Yes,4.6,75.0,93.0,96.0
2940,Creative Programming for Digital Media & Mobile Apps,University of London,66.0,70.0,Yes,3.6,59.0,76.0,91.0
2941,Making Your First Virtual Reality Game,University of London,73.0,74.0,Yes,4.4,89.0,86.0,89.0
2942,Probability and Statistics: To p or not to p?,University of London,54.0,65.0,No,4.6,89.0,63.0,62.0
2943,Building Interactive 3D Characters and Social VR,University of London,73.0,66.0,Yes,4.2,55.0,90.0,95.0
2944,"Applied Public History: Places, People, Stories",University of London,79.0,62.0,Yes,5.0,79.0,58.0,81.0
2945,3D Models for Virtual Reality,University of London,53.0,61.0,Yes,4.6,76.0,63.0,88.0
2946,Information Security: Context and Introduction,University of London,82.0,62.0,Yes,4.6,76.0,60.0,61.0
2947,Managing the Company of the Future,University of London,63.0,71.0,Yes,4.8,71.0,85.0,59.0
2948,Keeping up with Change: Issues for the Finance Professional,University of London,57.0,65.0,Yes,4.7,58.0,58.0,70.0
2949,ICT in Primary Education: Transforming children's learning across the curriculum,University of London,89.0,73.0,Yes,4.6,62.0,63.0,73.0
2950,Understanding Research Methods,University of London,69.0,66.0,Yes,4.5,71.0,85.0,61.0
2951,Introduction to Computer Programming,University of London,55.0,62.0,Yes,4.1,74.0,80.0,92.0
2952,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,55.0,71.0,No,4.6,77.0,91.0,62.0
2953,Global Diplomacy ï¿½ Diplomacy in the Modern World,University of London,93.0,68.0,Yes,4.6,75.0,60.0,62.0
2954,Malicious Software and its Underground Economy: Two Sides to Every Story,University of London,80.0,65.0,Yes,4.4,74.0,76.0,53.0
2955,3D Interaction Design in Virtual Reality,University of London,53.0,65.0,Yes,4.5,60.0,63.0,94.0
2956,Introduction to Meteor.js Development,University of London,84.0,73.0,Yes,4.6,70.0,89.0,97.0
2957,What future for education?,University of London,99.0,63.0,No,4.7,60.0,61.0,74.0
2958,Management Skills for International Business,University of London,99.0,69.0,No,4.7,88.0,60.0,90.0
2959,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",University of London,74.0,64.0,Yes,4.5,78.0,58.0,73.0
2960,International Business Capstone,University of London,85.0,65.0,Yes,4.6,58.0,79.0,97.0
2961,Foundations of Data Science: K-Means Clustering in Python,University of London,80.0,68.0,No,4.7,55.0,56.0,79.0
2962,Responsive Website Development and Design Capstone,University of London,69.0,69.0,Yes,4.6,78.0,72.0,95.0
2963,Corporate Strategy,University of London,54.0,66.0,No,4.8,71.0,56.0,67.0
2964,Machine Learning for All,University of London,65.0,67.0,No,4.7,73.0,56.0,85.0
2965,Professional Skills for International Business,University of London,73.0,70.0,Yes,4.7,77.0,80.0,95.0
2966,Global Energy and Climate Policy,University of London,63.0,86.0,Yes,4.6,78.0,57.0,75.0
2967,Introduction to Virtual Reality,University of London,79.0,70.0,Yes,4.7,84.0,60.0,73.0
2968,Industrial Biotechnology,University of Manchester,53.0,86.0,Yes,4.5,63.0,91.0,69.0
2969,Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,University of Manchester,73.0,63.0,Yes,4.5,77.0,81.0,59.0
2970,Global Health and Humanitarianism,University of Manchester,99.0,69.0,Yes,4.8,70.0,78.0,61.0
2971,Introduction to Physical Chemistry,University of Manchester,92.0,69.0,Yes,4.6,82.0,72.0,67.0
2972,Water Supply and Sanitation Policy in Developing Countries Part 1: Understanding Complex Problems,University of Manchester,88.0,66.0,Yes,4.7,76.0,72.0,71.0
2973,Introduction to Molecular Spectroscopy,University of Manchester,95.0,74.0,No,4.7,83.0,70.0,59.0
2974,Protecting the World: Introducing Corrosion Science and Engineering,University of Manchester,75.0,63.0,Yes,4.5,57.0,59.0,73.0
2975,"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",University of Manchester,99.0,66.0,Yes,4.7,89.0,83.0,83.0
2976,"Our Earth: Its Climate, History, and Processes",University of Manchester,79.0,70.0,No,4.7,77.0,82.0,62.0
2977,Dealing With Missing Data,"University of Maryland, College Park",93.0,61.0,No,3.5,80.0,63.0,90.0
2978,Programming Mobile Applications for Android Handheld Systems: Part 2,"University of Maryland, College Park",70.0,64.0,Yes,4.7,79.0,55.0,92.0
2979,Successful Interviewing,"University of Maryland, College Park",93.0,74.0,Yes,4.7,57.0,80.0,91.0
2980,Master Class for Corporate Entrepreneurs,"University of Maryland, College Park",100.0,72.0,No,4.5,63.0,84.0,60.0
2981,Developing the Opportunity for Corporate Entrepreneurs,"University of Maryland, College Park",96.0,74.0,Yes,4.2,71.0,63.0,60.0
2982,Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,"University of Maryland, College Park",92.0,68.0,No,4.2,74.0,57.0,91.0
2983,Building the Business Model for Corporate Entrepreneurs,"University of Maryland, College Park",98.0,67.0,No,4.6,79.0,63.0,90.0
2984,Software Security,"University of Maryland, College Park",53.0,74.0,Yes,4.6,90.0,59.0,97.0
2985,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",51.0,65.0,Yes,4.8,70.0,79.0,61.0
2986,Combining and Analyzing Complex Data,"University of Maryland, College Park",98.0,59.0,Yes,4.2,75.0,56.0,93.0
2987,Entrepreneurship Capstone,"University of Maryland, College Park",52.0,71.0,No,4.6,71.0,83.0,60.0
2988,Writing Winning Resumes and Cover Letters,"University of Maryland, College Park",59.0,66.0,Yes,4.7,82.0,55.0,95.0
2989,New Venture Finance: Startup Funding for Entrepreneurs,"University of Maryland, College Park",93.0,71.0,Yes,4.5,84.0,58.0,59.0
2990,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",71.0,62.0,No,4.7,58.0,90.0,59.0
2991,Financing and Profiting from Innovation for Corporate Entrepreneurs,"University of Maryland, College Park",72.0,69.0,No,4.7,59.0,72.0,93.0
2992,Hardware Security,"University of Maryland, College Park",74.0,64.0,No,4.1,80.0,80.0,97.0
2993,Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,"University of Maryland, College Park",71.0,66.0,Yes,4.6,55.0,57.0,82.0
2994,Surviving Disruptive Technologies (On Demand),"University of Maryland, College Park",58.0,65.0,Yes,4.7,75.0,63.0,71.0
2995,How To Land the Job You Want (Capstone Project),"University of Maryland, College Park",97.0,68.0,No,4.5,77.0,91.0,91.0
2996,Exploring Quantum Physics,"University of Maryland, College Park",99.0,62.0,No,3.5,74.0,55.0,94.0
2997,Genes and the Human Condition (From Behavior to Biotechnology),"University of Maryland, College Park",72.0,73.0,Yes,4.6,78.0,78.0,59.0
2998,"The Effect of Fires on People, Property and the Environment","University of Maryland, College Park",82.0,72.0,Yes,4.7,62.0,92.0,59.0
2999,Programming Mobile Applications for Android Handheld Systems: Part 1,"University of Maryland, College Park",78.0,68.0,Yes,4.5,62.0,74.0,72.0
3000,Cryptography,"University of Maryland, College Park",60.0,66.0,Yes,4.5,59.0,76.0,91.0
3001,Understanding Terrorism and the Terrorist Threat,"University of Maryland, College Park",73.0,71.0,Yes,4.7,56.0,74.0,71.0
3002,Innovation for Entrepreneurs: From Idea to Marketplace,"University of Maryland, College Park",83.0,69.0,No,4.4,85.0,59.0,60.0
3003,Usable Security,"University of Maryland, College Park",96.0,71.0,Yes,4.5,86.0,57.0,58.0
3004,Cybersecurity Capstone Project,"University of Maryland, College Park",54.0,63.0,Yes,3.6,75.0,78.0,92.0
3005,Framework for Data Collection and Analysis,"University of Maryland, College Park",61.0,65.0,Yes,4.1,71.0,55.0,60.0
3006,Advanced Interviewing Techniques,"University of Maryland, College Park",88.0,65.0,Yes,4.7,73.0,81.0,91.0
3007,Interview Research and Preparation,"University of Maryland, College Park",76.0,70.0,No,4.6,86.0,56.0,96.0
3008,Problem Solving Using Computational Thinking,University of Michigan,54.0,68.0,Yes,4.7,61.0,80.0,62.0
3009,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,University of Michigan,92.0,64.0,No,4.6,61.0,77.0,58.0
3010,"Risk, Return & Valuation",University of Michigan,93.0,68.0,No,4.8,76.0,58.0,58.0
3011,Free Speech on Campus Teach-Out,University of Michigan,76.0,69.0,No,4.5,60.0,75.0,61.0
3012,"Disinformation, Misinformation, and Fake News Teach-Out",University of Michigan,51.0,64.0,Yes,4.9,87.0,58.0,61.0
3013,"Internet History, Technology, and Security",University of Michigan,76.0,72.0,Yes,4.8,73.0,70.0,60.0
3014,Securing Digital Democracy,University of Michigan,71.0,65.0,No,4.8,58.0,71.0,95.0
3015,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,54.0,67.0,No,4.7,72.0,71.0,74.0
3016,The Finite Element Method for Problems in Physics,University of Michigan,85.0,64.0,Yes,4.5,76.0,73.0,58.0
3017,"Making Successful Decisions through the Strategy, Law & Ethics Model",University of Michigan,88.0,66.0,Yes,4.8,77.0,80.0,92.0
3018,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,74.0,67.0,Yes,4.3,71.0,79.0,93.0
3019,Python Data Structures,University of Michigan,75.0,67.0,No,4.8,58.0,93.0,79.0
3020,Applied Text Mining in Python,University of Michigan,70.0,67.0,Yes,4.0,89.0,60.0,92.0
3021,Evaluating Designs with Users,University of Michigan,81.0,69.0,No,4.7,91.0,80.0,61.0
3022,Building Web Applications in Django,University of Michigan,91.0,68.0,Yes,4.6,80.0,63.0,79.0
3023,Leading People and Teams Capstone,University of Michigan,85.0,69.0,No,4.6,63.0,77.0,61.0
3024,"Sampling People, Networks and Records",University of Michigan,78.0,68.0,Yes,4.4,71.0,63.0,96.0
3025,Mindware: Critical Thinking for the Information Age,University of Michigan,53.0,66.0,Yes,4.8,71.0,73.0,57.0
3026,Hearing Loss in Children,University of Michigan,90.0,65.0,Yes,4.9,55.0,58.0,72.0
3027,"Python Project: pillow, tesseract, and opencv",University of Michigan,90.0,65.0,Yes,3.4,91.0,77.0,83.0
3028,Programming for Everybody (Getting Started with Python),University of Michigan,82.0,74.0,No,4.8,76.0,76.0,78.0
3029,Writing and Editing: Word Choice and Word Order,University of Michigan,68.0,61.0,No,4.6,82.0,75.0,57.0
3030,Inspiring and Motivating Individuals,University of Michigan,88.0,70.0,Yes,4.7,70.0,77.0,71.0
3031,Inferential Statistical Analysis with Python,University of Michigan,50.0,65.0,No,4.1,60.0,70.0,57.0
3032,Data Science Ethics,University of Michigan,57.0,68.0,Yes,4.7,57.0,57.0,60.0
3033,Web Application Technologies and Django,University of Michigan,85.0,66.0,Yes,4.7,71.0,58.0,85.0
3034,UX (User Experience) Capstone,University of Michigan,57.0,72.0,Yes,4.7,75.0,78.0,88.0
3035,Thoracic Oncology,University of Michigan,63.0,64.0,No,4.9,74.0,57.0,57.0
3036,Thrive in Trying Times Teach-Out,University of Michigan,63.0,64.0,Yes,4.3,80.0,91.0,62.0
3037,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,63.0,70.0,No,4.6,88.0,73.0,74.0
3038,"Python Functions, Files, and Dictionaries",University of Michigan,93.0,65.0,Yes,4.8,55.0,57.0,79.0
3039,"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",University of Michigan,76.0,71.0,No,4.9,85.0,63.0,61.0
3040,Django Features and Libraries,University of Michigan,88.0,71.0,Yes,4.8,55.0,81.0,57.0
3041,Why Iowa? A Primer on Primaries and Caucuses Teach-Out,University of Michigan,60.0,67.0,Yes,4.5,71.0,73.0,58.0
3042,Introduction to Data Science in Python,University of Michigan,76.0,66.0,Yes,4.3,78.0,74.0,93.0
3043,"JavaScript, jQuery, and JSON",University of Michigan,75.0,89.0,No,4.6,80.0,71.0,97.0
3044,Innovations in Investment Technology: Artificial Intelligence,University of Michigan,62.0,70.0,Yes,4.7,89.0,61.0,82.0
3045,Survey Data Collection and Analytics Project (Capstone),University of Michigan,61.0,66.0,Yes,4.0,79.0,80.0,91.0
3046,Community Organizing for Social Justice,University of Michigan,53.0,66.0,Yes,4.7,56.0,74.0,68.0
3047,"UX Research at Scale: Surveys, Analytics, Online Testing",University of Michigan,52.0,65.0,Yes,3.6,70.0,59.0,94.0
3048,Resilient Teaching Through Times of Crisis and Change,University of Michigan,87.0,66.0,Yes,4.8,72.0,89.0,93.0
3049,The Future of Payment Technologies,University of Michigan,81.0,71.0,No,4.7,89.0,70.0,83.0
3050,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,University of Michigan,79.0,68.0,Yes,5.0,57.0,61.0,89.0
3051,Interactivity with JavaScript,University of Michigan,78.0,64.0,No,4.7,92.0,86.0,74.0
3052,Police Brutality in America Teach-Out,University of Michigan,52.0,67.0,Yes,4.8,55.0,79.0,61.0
3053,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,69.0,67.0,Yes,4.8,71.0,56.0,68.0
3054,Understanding and Visualizing Data with Python,University of Michigan,86.0,63.0,Yes,4.6,74.0,61.0,91.0
3055,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,77.0,69.0,Yes,4.7,82.0,80.0,82.0
3056,Influencing People,University of Michigan,52.0,66.0,No,4.7,81.0,78.0,57.0
3057,UX Design: From Concept to Prototype,University of Michigan,92.0,67.0,Yes,4.5,77.0,73.0,70.0
3058,"Act on Climate: Steps to Individual, Community, and Political Action",University of Michigan,71.0,66.0,No,4.8,56.0,71.0,71.0
3059,Advanced Styling with Responsive Design,University of Michigan,52.0,66.0,No,4.7,89.0,73.0,81.0
3060,The Science of Success: What Researchers Know that You Should Know,University of Michigan,93.0,68.0,No,4.8,87.0,79.0,58.0
3061,Data Collection and Processing with Python,University of Michigan,90.0,69.0,Yes,4.6,81.0,62.0,80.0
3062,Accounting for Decision Making,University of Michigan,91.0,61.0,No,4.8,61.0,61.0,72.0
3063,Writing and Editing: Structure and Organization,University of Michigan,72.0,59.0,No,4.6,79.0,79.0,73.0
3064,Python Basics,University of Michigan,77.0,69.0,No,4.8,78.0,55.0,59.0
3065,Michigan Sport-Related Concussion Training Certification,University of Michigan,65.0,71.0,Yes,4.8,76.0,90.0,59.0
3066,Leading Teams,University of Michigan,85.0,69.0,No,4.7,84.0,70.0,74.0
3067,Dentistry 101,University of Michigan,60.0,63.0,Yes,4.6,73.0,87.0,67.0
3068,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,51.0,68.0,Yes,4.6,55.0,77.0,59.0
3069,High Stakes Leadership: Leading in Times of Crisis,University of Michigan,94.0,71.0,Yes,4.7,84.0,76.0,61.0
3070,Exploring Basic Income in a Changing Economy Teach-Out,University of Michigan,79.0,73.0,No,4.6,88.0,80.0,59.0
3071,"Using JavaScript, JQuery, and JSON in Django",University of Michigan,95.0,72.0,No,4.8,63.0,86.0,58.0
3072,Applied Machine Learning in Python,University of Michigan,80.0,65.0,Yes,4.5,81.0,55.0,88.0
3073,Fitting Statistical Models to Data with Python,University of Michigan,57.0,66.0,No,4.4,85.0,77.0,60.0
3074,Service Transformed: Lessons in U.S. Veteran Centered Care,University of Michigan,55.0,67.0,No,3.8,79.0,55.0,88.0
3075,Writing and Editing: Revising,University of Michigan,67.0,73.0,Yes,4.8,71.0,80.0,62.0
3076,Blockchain and Cryptocurrency Explained,University of Michigan,79.0,69.0,No,4.6,83.0,76.0,79.0
3077,Python Classes and Inheritance,University of Michigan,89.0,72.0,Yes,4.7,58.0,92.0,84.0
3078,Model Thinking,University of Michigan,69.0,73.0,Yes,4.8,71.0,72.0,62.0
3079,Using Python to Access Web Data,University of Michigan,60.0,63.0,Yes,4.7,70.0,89.0,85.0
3080,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",University of Michigan,80.0,68.0,Yes,4.9,70.0,80.0,68.0
3081,Introduction to CSS3,University of Michigan,89.0,77.0,Yes,4.8,62.0,83.0,57.0
3082,Introduction to HTML5,University of Michigan,84.0,69.0,Yes,4.7,85.0,77.0,84.0
3083,"Data Collection: Online, Telephone and Face-to-face",University of Michigan,55.0,87.0,Yes,4.6,55.0,63.0,61.0
3084,Anatomy: Human Neuroanatomy,University of Michigan,59.0,68.0,No,4.9,56.0,58.0,71.0
3085,Using Databases with Python,University of Michigan,80.0,68.0,Yes,4.7,58.0,55.0,79.0
3086,LGBTQ Pride: From Origins to Evolution Teach-Out,University of Michigan,70.0,70.0,No,4.8,77.0,89.0,57.0
3087,Introduction to Structured Query Language (SQL),University of Michigan,100.0,64.0,Yes,4.7,70.0,58.0,80.0
3088,Time Value of Money,University of Michigan,89.0,67.0,No,4.8,62.0,78.0,67.0
3089,Writing and Editing: Drafting,University of Michigan,66.0,67.0,Yes,4.8,78.0,80.0,62.0
3090,Instructional Methods in Health Professions Education,University of Michigan,81.0,73.0,Yes,4.7,87.0,59.0,90.0
3091,Preparing for Graduate Study in the U.S.: A course for international students,University of Michigan,94.0,65.0,No,4.4,73.0,83.0,97.0
3092,Applied Social Network Analysis in Python,University of Michigan,79.0,69.0,Yes,4.6,93.0,71.0,96.0
3093,AIDS: Fear and Hope,University of Michigan,65.0,67.0,Yes,4.8,78.0,72.0,62.0
3094,Becoming a Social Entrepreneur: Getting Started,University of Michigan,61.0,71.0,Yes,5.0,56.0,62.0,60.0
3095,Questionnaire Design for Social Surveys,University of Michigan,78.0,68.0,Yes,4.4,82.0,83.0,74.0
3096,Building Web Applications in PHP,University of Michigan,66.0,67.0,Yes,4.7,71.0,81.0,57.0
3097,Teaching and Assessing Clinical Skills,University of Michigan,85.0,69.0,Yes,4.6,80.0,74.0,54.0
3098,Foundational Skills for Communicating About Health,University of Michigan,65.0,70.0,Yes,4.8,74.0,71.0,70.0
3099,Introduction to Cataract Surgery,University of Michigan,54.0,66.0,No,4.8,57.0,70.0,69.0
3100,Understanding User Needs,University of Michigan,54.0,61.0,No,4.8,75.0,55.0,57.0
3101,Introduction to User Experience Principles and Processes,University of Michigan,63.0,65.0,No,4.7,77.0,56.0,78.0
3102,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,54.0,61.0,No,4.7,71.0,70.0,59.0
3103,Web Design for Everybody Capstone,University of Michigan,51.0,61.0,Yes,4.7,75.0,55.0,61.0
3104,Bonds & Stocks,University of Michigan,91.0,73.0,No,4.6,92.0,86.0,72.0
3105,"Anatomy: Cardiovascular, Respiratory and Urinary Systems",University of Michigan,53.0,71.0,Yes,4.8,82.0,80.0,75.0
3106,Successful Negotiation: Essential Strategies and Skills,University of Michigan,81.0,72.0,Yes,4.7,87.0,71.0,95.0
3107,Decision Criteria & Applications,University of Michigan,77.0,69.0,Yes,4.7,72.0,59.0,70.0
3108,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,54.0,68.0,Yes,4.6,59.0,58.0,59.0
3109,Introduction to Recommender Systems: Non-Personalized and Content-Based,University of Minnesota,97.0,68.0,Yes,4.3,70.0,73.0,61.0
3110,Guided Imagery,University of Minnesota,73.0,100.0,Yes,4.8,57.0,81.0,72.0
3111,Managing Employee Performance,University of Minnesota,57.0,65.0,Yes,4.7,63.0,80.0,58.0
3112,Analysis for Business Systems,University of Minnesota,52.0,67.0,Yes,4.7,55.0,55.0,60.0
3113,Guided Imagery,University of Minnesota,99.0,66.0,No,4.8,71.0,75.0,71.0
3114,Pharmaceutical and Medical Device Innovations,University of Minnesota,68.0,74.0,Yes,4.4,56.0,87.0,59.0
3115,Matrix Methods,University of Minnesota,65.0,69.0,No,4.2,76.0,77.0,74.0
3116,Recommender Systems Capstone,University of Minnesota,74.0,69.0,No,4.1,75.0,62.0,97.0
3117,Introduction to Human Behavioral Genetics,University of Minnesota,70.0,65.0,No,4.8,72.0,77.0,57.0
3118,Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,71.0,69.0,No,4.8,80.0,72.0,68.0
3119,Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,80.0,66.0,No,4.8,78.0,80.0,67.0
3120,What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,University of Minnesota,87.0,68.0,Yes,4.6,83.0,57.0,90.0
3121,Interprofessional Healthcare Informatics,University of Minnesota,99.0,68.0,No,4.3,63.0,75.0,71.0
3122,Healthcare Marketplace,University of Minnesota,75.0,68.0,Yes,4.4,79.0,80.0,60.0
3123,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,56.0,64.0,No,4.6,70.0,70.0,62.0
3124,Evaluating User Interfaces,University of Minnesota,90.0,68.0,No,4.7,77.0,71.0,89.0
3125,Preparing to Manage Human Resources,University of Minnesota,100.0,69.0,Yes,4.8,71.0,58.0,59.0
3126,Preventing Chronic Pain: A Human Systems Approach,University of Minnesota,74.0,65.0,Yes,4.7,70.0,58.0,74.0
3127,Engineering Practices for Building Quality Software,University of Minnesota,64.0,64.0,Yes,4.1,78.0,88.0,83.0
3128,IT Infrastructure and Emerging Trends,University of Minnesota,54.0,66.0,Yes,4.8,81.0,59.0,92.0
3129,Enterprise Systems,University of Minnesota,66.0,80.0,Yes,4.8,71.0,62.0,58.0
3130,Software Development Processes and Methodologies,University of Minnesota,84.0,69.0,Yes,4.4,81.0,70.0,96.0
3131,Nursing Informatics Training and Education,University of Minnesota,77.0,68.0,Yes,4.8,63.0,74.0,71.0
3132,Skills for Nursing Informatics Leaders,University of Minnesota,58.0,70.0,Yes,4.8,59.0,88.0,73.0
3133,Leadership in Interprofessional Informatics,University of Minnesota,95.0,71.0,Yes,4.8,71.0,71.0,72.0
3134,Cloud Security Basics,University of Minnesota,51.0,63.0,Yes,4.7,81.0,61.0,91.0
3135,Nearest Neighbor Collaborative Filtering,University of Minnesota,82.0,67.0,No,4.1,80.0,75.0,75.0
3136,Introduction to Integrative Therapies and Healing Practices,University of Minnesota,68.0,69.0,Yes,4.7,58.0,90.0,69.0
3137,Recommender Systems: Evaluation and Metrics,University of Minnesota,61.0,69.0,No,4.3,83.0,76.0,67.0
3138,Mindfulness in Integrative Healthcare,University of Minnesota,90.0,63.0,No,4.9,73.0,71.0,70.0
3139,Mindfulness in Integrative Healthcare,University of Minnesota,64.0,71.0,Yes,4.9,62.0,60.0,69.0
3140,Prototyping and Design,University of Minnesota,71.0,66.0,No,4.6,76.0,71.0,94.0
3141,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,70.0,68.0,Yes,4.7,85.0,93.0,57.0
3142,Medical Technology and Evaluation,University of Minnesota,57.0,69.0,No,4.5,79.0,62.0,60.0
3143,Matrix Factorization and Advanced Techniques,University of Minnesota,85.0,65.0,Yes,4.2,56.0,72.0,69.0
3144,Herbal Medicine,University of Minnesota,89.0,63.0,No,4.9,59.0,76.0,57.0
3145,Introduction to Software Testing,University of Minnesota,53.0,65.0,Yes,3.4,74.0,58.0,90.0
3146,Creative Problem Solving,University of Minnesota,76.0,71.0,Yes,4.3,70.0,78.0,84.0
3147,Human Resources Management Capstone: HR for People Managers,University of Minnesota,85.0,65.0,Yes,4.6,74.0,59.0,73.0
3148,Nursing Informatics Leadership Theory and Practice,University of Minnesota,74.0,70.0,Yes,4.8,71.0,58.0,59.0
3149,Lean Software Development,University of Minnesota,67.0,72.0,No,4.2,59.0,58.0,97.0
3150,Managing Employee Compensation,University of Minnesota,66.0,60.0,Yes,4.6,80.0,76.0,73.0
3151,Agile Software Development,University of Minnesota,90.0,66.0,Yes,4.6,57.0,62.0,62.0
3152,Introduction to UI Design,University of Minnesota,75.0,66.0,Yes,4.7,60.0,60.0,84.0
3153,UI Design Capstone,University of Minnesota,84.0,66.0,Yes,4.1,74.0,70.0,75.0
3154,Nursing Informatics Leaders,University of Minnesota,90.0,61.0,Yes,4.5,70.0,62.0,93.0
3155,Healthcare Delivery Providers,University of Minnesota,80.0,72.0,No,4.6,92.0,87.0,71.0
3156,Healthcare Marketplace Capstone,University of Minnesota,86.0,67.0,No,4.7,77.0,62.0,57.0
3157,Fundamentals of Fluid Power,University of Minnesota,84.0,64.0,Yes,4.8,78.0,90.0,69.0
3158,Introduction to Integrative Nursing,University of Minnesota,85.0,70.0,Yes,5.0,59.0,88.0,60.0
3159,User Research and Design,University of Minnesota,50.0,62.0,No,4.5,55.0,60.0,90.0
3160,Web and Mobile Testing with Selenium,University of Minnesota,74.0,66.0,Yes,5.0,82.0,84.0,68.0
3161,IS/IT Governance,University of Minnesota,52.0,64.0,No,4.5,76.0,62.0,69.0
3162,Black-box and White-box Testing,University of Minnesota,96.0,69.0,No,2.3,55.0,76.0,94.0
3163,Introduction to Automated Analysis,University of Minnesota,95.0,69.0,No,4.0,70.0,93.0,93.0
3164,Statistical Molecular Thermodynamics,University of Minnesota,63.0,70.0,Yes,4.9,90.0,61.0,59.0
3165,High Level Biocontainment for Healthcare Facilities,University of Nebraska,83.0,71.0,Yes,4.6,56.0,77.0,61.0
3166,Entrepreneurial Strategic Management,University of New Mexico,71.0,66.0,Yes,4.5,74.0,75.0,57.0
3167,Curanderismo: Global & Cultural Influences of Traditional Healing,University of New Mexico,63.0,69.0,Yes,4.5,77.0,78.0,59.0
3168,Curanderismo: Traditional Healing Using Plants,University of New Mexico,61.0,65.0,Yes,4.7,72.0,56.0,58.0
3169,International Business I,University of New Mexico,53.0,72.0,Yes,4.6,79.0,74.0,80.0
3170,International Business II,University of New Mexico,60.0,66.0,Yes,4.7,72.0,60.0,57.0
3171,"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",University of New Mexico,71.0,70.0,Yes,4.9,75.0,61.0,59.0
3172,Web Application Development: Basic Concepts,University of New Mexico,68.0,67.0,Yes,4.5,73.0,55.0,95.0
3173,Curanderismo: Traditional Healing of the Body,University of New Mexico,90.0,94.0,Yes,4.7,62.0,61.0,71.0
3174,Research Design: Inquiry and Discovery,University of North Texas,54.0,70.0,Yes,4.7,87.0,70.0,57.0
3175,Disaster Preparedness,University of Pittsburgh,94.0,69.0,No,4.6,78.0,62.0,60.0
3176,Clinical Terminology for International and U.S. Students,University of Pittsburgh,68.0,68.0,No,4.8,60.0,55.0,59.0
3177,idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products,University of Pittsburgh,67.0,62.0,Yes,1.0,79.0,85.0,97.0
3178,Disability Awareness and Support,University of Pittsburgh,84.0,71.0,Yes,4.4,89.0,78.0,59.0
3179,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,56.0,65.0,No,4.6,89.0,71.0,58.0
3180,Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,56.0,67.0,Yes,4.7,90.0,71.0,61.0
3181,"History of Rock, Part Two",University of Rochester,76.0,68.0,Yes,4.8,79.0,73.0,67.0
3182,"The Music of the Rolling Stones, 1962-1974",University of Rochester,65.0,70.0,No,4.7,78.0,60.0,53.0
3183,The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior,University of Rochester,63.0,61.0,No,4.6,73.0,61.0,70.0
3184,The Music of the Beatles,University of Rochester,87.0,73.0,Yes,4.7,63.0,59.0,61.0
3185,The Power of Markets III: Input Markets and Promoting Efficiency,University of Rochester,94.0,69.0,No,4.8,79.0,61.0,95.0
3186,Introduction to Translational Science,University of Rochester,76.0,65.0,Yes,4.4,57.0,84.0,62.0
3187,The Power of Markets II: Market Structure and Firm Behavior,University of Rochester,59.0,67.0,Yes,4.5,93.0,82.0,59.0
