Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
Applied Text Mining in Python,University of Michigan,70,Low,Postgraduate,67,Yes,Advanced,4,81.0,62.0,97.0
Evaluating Designs with Users,University of Michigan,81,Medium,Postgraduate,69,No,Beginner,4.7,92.0,79.0,62.0
Building Web Applications in Django,University of Michigan,91,Low,High School,68,Yes,Conversant,4.6,73.0,60.0,78.0
Leading People and Teams Capstone,University of Michigan,85,Medium,College,69,No,Beginner,4.6,60.0,80.0,59.0
"Sampling People, Networks and Records",University of Michigan,78,Low,High School,68,Yes,Advanced,4.4,72.0,62.0,96.0
Mindware: Critical Thinking for the Information Age,University of Michigan,53,Medium,High School,66,Yes,Beginner,4.8,72.0,75.0,58.0
Hearing Loss in Children,University of Michigan,90,Low,College,65,Yes,Intermediate,4.9,56.0,58.0,70.0
"Python Project: pillow, tesseract, and opencv",University of Michigan,90,Medium,Postgraduate,65,Yes,Conversant,3.4,84.0,70.0,81.0
Programming for Everybody (Getting Started with Python),University of Michigan,82,Medium,High School,74,No,Conversant,4.8,76.0,78.0,81.0
Writing and Editing: Word Choice and Word Order,University of Michigan,68,Medium,Postgraduate,61,No,Beginner,4.6,81.0,77.0,58.0
Inspiring and Motivating Individuals,University of Michigan,88,Medium,High School,70,Yes,Intermediate,4.7,80.0,71.0,71.0
Inferential Statistical Analysis with Python,University of Michigan,50,Medium,College,65,No,Beginner,4.1,55.0,76.0,60.0
Data Science Ethics,University of Michigan,57,Low,College,68,Yes,Beginner,4.7,60.0,62.0,61.0
Web Application Technologies and Django,University of Michigan,85,Low,High School,66,Yes,Conversant,4.7,72.0,60.0,83.0
UX (User Experience) Capstone,University of Michigan,57,Medium,High School,72,Yes,Advanced,4.7,70.0,78.0,89.0
Thoracic Oncology,University of Michigan,63,Low,High School,64,No,Beginner,4.9,72.0,57.0,59.0
Thrive in Trying Times Teach-Out,University of Michigan,63,High,High School,64,Yes,Beginner,4.3,76.0,84.0,60.0
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,63,Medium,Postgraduate,70,No,Intermediate,4.6,84.0,75.0,71.0
"Python Functions, Files, and Dictionaries",University of Michigan,93,Low,College,65,Yes,Conversant,4.8,57.0,56.0,80.0
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",University of Michigan,76,Low,Postgraduate,71,No,Beginner,4.9,93.0,60.0,61.0
Django Features and Libraries,University of Michigan,88,High,College,71,Yes,Beginner,4.8,62.0,82.0,59.0
Why Iowa? A Primer on Primaries and Caucuses Teach-Out,University of Michigan,60,Medium,High School,67,Yes,Beginner,4.5,75.0,77.0,62.0
Introduction to Data Science in Python,University of Michigan,76,Medium,High School,66,Yes,Advanced,4.3,71.0,73.0,89.0
"JavaScript, jQuery, and JSON",University of Michigan,75,Medium,High School,89,No,Advanced,4.6,74.0,80.0,88.0
Innovations in Investment Technology: Artificial Intelligence,University of Michigan,62,Low,Postgraduate,70,Yes,Conversant,4.7,81.0,58.0,79.0
Survey Data Collection and Analytics Project (Capstone),University of Michigan,61,Medium,High School,66,Yes,Advanced,4,71.0,71.0,91.0
Community Organizing for Social Justice,University of Michigan,53,Medium,College,66,Yes,Intermediate,4.7,55.0,70.0,72.0
"UX Research at Scale: Surveys, Analytics, Online Testing",University of Michigan,52,Low,High School,65,Yes,Advanced,3.6,73.0,55.0,90.0
Resilient Teaching Through Times of Crisis and Change,University of Michigan,87,High,High School,66,Yes,Advanced,4.8,76.0,89.0,91.0
The Future of Payment Technologies,University of Michigan,81,Medium,Postgraduate,71,No,Conversant,4.7,92.0,73.0,81.0
Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,University of Michigan,79,Low,College,68,Yes,Advanced,5,60.0,61.0,90.0
Interactivity with JavaScript,University of Michigan,78,High,Postgraduate,64,No,Intermediate,4.7,82.0,88.0,73.0
Police Brutality in America Teach-Out,University of Michigan,52,Medium,College,67,Yes,Beginner,4.8,55.0,80.0,60.0
Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,69,Low,High School,67,Yes,Intermediate,4.8,76.0,56.0,67.0
Understanding and Visualizing Data with Python,University of Michigan,86,Low,High School,63,Yes,Advanced,4.6,80.0,62.0,94.0
"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,77,Medium,Postgraduate,69,Yes,Conversant,4.7,91.0,79.0,85.0
Influencing People,University of Michigan,52,Medium,Postgraduate,66,No,Beginner,4.7,83.0,73.0,62.0
UX Design: From Concept to Prototype,University of Michigan,92,Medium,High School,67,Yes,Intermediate,4.5,77.0,70.0,68.0
"Act on Climate: Steps to Individual, Community, and Political Action",University of Michigan,71,Medium,College,66,No,Intermediate,4.8,61.0,79.0,70.0
Advanced Styling with Responsive Design,University of Michigan,52,Medium,Postgraduate,66,No,Conversant,4.7,88.0,71.0,82.0
The Science of Success: What Researchers Know that You Should Know,University of Michigan,93,Medium,Postgraduate,68,No,Beginner,4.8,82.0,79.0,58.0
Data Collection and Processing with Python,University of Michigan,90,Low,Postgraduate,69,Yes,Conversant,4.6,85.0,59.0,81.0
Accounting for Decision Making,University of Michigan,91,Low,College,61,No,Intermediate,4.8,56.0,63.0,73.0
Writing and Editing: Structure and Organization,University of Michigan,72,Medium,High School,59,No,Intermediate,4.6,78.0,72.0,72.0
Python Basics,University of Michigan,77,Low,High School,69,No,Beginner,4.8,80.0,60.0,60.0
Michigan Sport-Related Concussion Training Certification,University of Michigan,65,High,High School,71,Yes,Beginner,4.8,78.0,84.0,61.0
Leading Teams,University of Michigan,85,Medium,Postgraduate,69,No,Intermediate,4.7,88.0,71.0,70.0
Dentistry 101,University of Michigan,60,High,High School,63,Yes,Intermediate,4.6,73.0,85.0,75.0
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,51,Medium,College,68,Yes,Beginner,4.6,58.0,78.0,62.0
High Stakes Leadership: Leading in Times of Crisis,University of Michigan,94,Medium,Postgraduate,71,Yes,Beginner,4.7,84.0,70.0,58.0
Exploring Basic Income in a Changing Economy Teach-Out,University of Michigan,79,Medium,Postgraduate,73,No,Beginner,4.6,88.0,72.0,58.0
"Using JavaScript, JQuery, and JSON in Django",University of Michigan,95,High,College,72,No,Beginner,4.8,62.0,90.0,61.0
Applied Machine Learning in Python,University of Michigan,80,Low,Postgraduate,65,Yes,Advanced,4.5,82.0,57.0,92.0
Fitting Statistical Models to Data with Python,University of Michigan,57,Medium,Postgraduate,66,No,Beginner,4.4,89.0,78.0,57.0
Service Transformed: Lessons in U.S. Veteran Centered Care,University of Michigan,55,Low,High School,67,No,Advanced,3.8,76.0,58.0,95.0
Writing and Editing: Revising,University of Michigan,67,Medium,High School,73,Yes,Beginner,4.8,75.0,70.0,61.0
Blockchain and Cryptocurrency Explained,University of Michigan,79,Medium,Postgraduate,69,No,Conversant,4.6,90.0,76.0,84.0
Python Classes and Inheritance,University of Michigan,89,High,College,72,Yes,Conversant,4.7,62.0,88.0,85.0
Model Thinking,University of Michigan,69,Medium,High School,73,Yes,Beginner,4.8,80.0,77.0,62.0
Using Python to Access Web Data,University of Michigan,60,High,High School,63,Yes,Conversant,4.7,80.0,89.0,81.0
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",University of Michigan,80,Medium,High School,68,Yes,Intermediate,4.9,77.0,72.0,70.0
Introduction to CSS3,University of Michigan,89,High,College,77,Yes,Beginner,4.8,56.0,88.0,58.0
Introduction to HTML5,University of Michigan,84,Medium,Postgraduate,69,Yes,Conversant,4.7,85.0,77.0,84.0
"Data Collection: Online, Telephone and Face-to-face",University of Michigan,55,Low,College,87,Yes,Beginner,4.6,57.0,57.0,61.0
Anatomy: Human Neuroanatomy,University of Michigan,59,Low,College,68,No,Intermediate,4.9,62.0,58.0,75.0
Using Databases with Python,University of Michigan,80,Low,College,68,Yes,Conversant,4.7,61.0,56.0,82.0
LGBTQ Pride: From Origins to Evolution Teach-Out,University of Michigan,70,High,High School,70,No,Beginner,4.8,70.0,82.0,62.0
Introduction to Structured Query Language (SQL),University of Michigan,100,Low,High School,64,Yes,Conversant,4.7,77.0,62.0,81.0
Time Value of Money,University of Michigan,89,Medium,College,67,No,Intermediate,4.8,63.0,77.0,74.0
Writing and Editing: Drafting,University of Michigan,66,Medium,High School,67,Yes,Beginner,4.8,72.0,76.0,62.0
Instructional Methods in Health Professions Education,University of Michigan,81,Low,Postgraduate,73,Yes,Advanced,4.7,91.0,58.0,88.0
Preparing for Graduate Study in the U.S.: A course for international students,University of Michigan,94,High,High School,65,No,Advanced,4.4,77.0,84.0,96.0
Applied Social Network Analysis in Python,University of Michigan,79,Medium,Postgraduate,69,Yes,Advanced,4.6,92.0,79.0,95.0
AIDS: Fear and Hope,University of Michigan,65,Medium,High School,67,Yes,Beginner,4.8,73.0,71.0,57.0
Becoming a Social Entrepreneur: Getting Started,University of Michigan,61,Low,College,71,Yes,Beginner,5,60.0,60.0,57.0
Questionnaire Design for Social Surveys,University of Michigan,78,High,Postgraduate,68,Yes,Intermediate,4.4,82.0,85.0,72.0
Building Web Applications in PHP,University of Michigan,66,High,High School,67,Yes,Beginner,4.7,74.0,82.0,59.0
Teaching and Assessing Clinical Skills,University of Michigan,85,Medium,High School,69,Yes,Not Calibrated,4.6,77.0,72.0,51.0
Foundational Skills for Communicating About Health,University of Michigan,65,Medium,High School,70,Yes,Intermediate,4.8,79.0,79.0,68.0
Introduction to Cataract Surgery,University of Michigan,54,Medium,College,66,No,Intermediate,4.8,62.0,70.0,70.0
Understanding User Needs,University of Michigan,54,Low,High School,61,No,Beginner,4.8,73.0,63.0,58.0
Introduction to User Experience Principles and Processes,University of Michigan,63,Low,High School,65,No,Conversant,4.7,79.0,59.0,82.0
Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,54,Medium,High School,61,No,Beginner,4.7,75.0,77.0,59.0
Web Design for Everybody Capstone,University of Michigan,51,Low,High School,61,Yes,Beginner,4.7,74.0,55.0,62.0
Bonds & Stocks,University of Michigan,91,High,Postgraduate,73,No,Intermediate,4.6,90.0,93.0,73.0
"Anatomy: Cardiovascular, Respiratory and Urinary Systems",University of Michigan,53,Medium,Postgraduate,71,Yes,Intermediate,4.8,86.0,72.0,69.0
Successful Negotiation: Essential Strategies and Skills,University of Michigan,81,Medium,Postgraduate,72,Yes,Advanced,4.7,82.0,79.0,96.0
Decision Criteria & Applications,University of Michigan,77,Low,High School,69,Yes,Intermediate,4.7,78.0,58.0,71.0
"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,54,Low,College,68,Yes,Beginner,4.6,58.0,55.0,61.0
Introduction to Recommender Systems: Non-Personalized and Content-Based,University of Minnesota,97,Medium,High School,68,Yes,Beginner,4.3,76.0,75.0,62.0
Guided Imagery,University of Minnesota,73,High,College,100,Yes,Intermediate,4.8,61.0,93.0,73.0
Managing Employee Performance,University of Minnesota,57,Medium,College,65,Yes,Beginner,4.7,63.0,79.0,59.0
Analysis for Business Systems,University of Minnesota,52,Low,College,67,Yes,Beginner,4.7,60.0,59.0,62.0
Guided Imagery,University of Minnesota,99,Medium,High School,66,No,Intermediate,4.8,73.0,72.0,74.0
Pharmaceutical and Medical Device Innovations,University of Minnesota,68,High,College,74,Yes,Beginner,4.4,57.0,81.0,57.0
Matrix Methods,University of Minnesota,65,Medium,High School,69,No,Intermediate,4.2,76.0,71.0,68.0
Recommender Systems Capstone,University of Minnesota,74,Low,High school,69,No,Advanced,4.1,,55.0,94.0
Introduction to Human Behavioral Genetics,University of Minnesota,70,Medium,High School,65,No,Beginner,4.8,72.0,71.0,60.0
Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,71,Medium,High School,69,No,Intermediate,4.8,80.0,73.0,71.0
Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,80,Medium,High School,66,No,Intermediate,4.8,73.0,75.0,71.0
What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,University of Minnesota,87,Low,Postgraduate,68,Yes,Advanced,4.6,87.0,60.0,90.0
Interprofessional Healthcare Informatics,University of Minnesota,99,Medium,College,68,No,Intermediate,4.3,59.0,80.0,73.0
Healthcare Marketplace,University of Minnesota,75,Medium,High School,68,Yes,Beginner,4.4,73.0,78.0,59.0
"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,56,Medium,High School,64,No,Beginner,4.6,78.0,78.0,59.0
Evaluating User Interfaces,University of Minnesota,90,Medium,High School,68,No,Advanced,4.7,79.0,75.0,93.0
Preparing to Manage Human Resources,University of Minnesota,100,Low,High School,69,Yes,Beginner,4.8,80.0,61.0,59.0
Preventing Chronic Pain: A Human Systems Approach,University of Minnesota,74,Low,High School,65,Yes,Intermediate,4.7,73.0,56.0,71.0
Engineering Practices for Building Quality Software,University of Minnesota,64,High,High School,64,Yes,Conversant,4.1,73.0,87.0,84.0
IT Infrastructure and Emerging Trends,University of Minnesota,54,Low,Postgraduate,66,Yes,Advanced,4.8,93.0,60.0,94.0
Enterprise Systems,University of Minnesota,66,Low,High School,80,Yes,Beginner,4.8,72.0,61.0,61.0
Software Development Processes and Methodologies,University of Minnesota,84,Medium,Postgraduate,69,Yes,Advanced,4.4,93.0,71.0,88.0
Nursing Informatics Training and Education,University of Minnesota,77,Medium,College,68,Yes,Intermediate,4.8,60.0,73.0,75.0
Skills for Nursing Informatics Leaders,University of Minnesota,58,High,College,70,Yes,Intermediate,4.8,56.0,88.0,72.0
Leadership in Interprofessional Informatics,University of Minnesota,95,Medium,High School,71,Yes,Intermediate,4.8,73.0,76.0,74.0
Cloud Security Basics,University of Minnesota,51,Low,Postgraduate,63,Yes,Advanced,4.7,93.0,57.0,95.0
Nearest Neighbor Collaborative Filtering,University of Minnesota,82,Medium,High School,67,No,Intermediate,4.1,72.0,70.0,75.0
Introduction to Integrative Therapies and Healing Practices,University of Minnesota,68,High,College,69,Yes,Intermediate,4.7,59.0,86.0,67.0
Recommender Systems: Evaluation and Metrics,University of Minnesota,61,Medium,Postgraduate,69,No,Intermediate,4.3,88.0,76.0,74.0
Mindfulness in Integrative Healthcare,University of Minnesota,90,Medium,High School,63,No,Intermediate,4.9,73.0,76.0,74.0
Mindfulness in Integrative Healthcare,University of Minnesota,64,Low,College,71,Yes,Intermediate,4.9,63.0,60.0,74.0
Prototyping and Design,University of Minnesota,71,Medium,High School,66,No,Advanced,4.6,71.0,73.0,91.0
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,70,High,Postgraduate,68,Yes,Beginner,4.7,86.0,86.0,61.0
Medical Technology and Evaluation,University of Minnesota,57,Low,High School,69,No,Beginner,4.5,76.0,61.0,59.0
Matrix Factorization and Advanced Techniques,University of Minnesota,85,Medium,College,65,Yes,Intermediate,4.2,61.0,73.0,68.0
Herbal Medicine,University of Minnesota,89,Medium,College,63,No,Beginner,4.9,63.0,76.0,58.0
Introduction to Software Testing,University of Minnesota,53,Low,High School,65,Yes,Advanced,3.4,75.0,60.0,93.0
Creative Problem Solving,University of Minnesota,76,Medium,High School,71,Yes,Conversant,4.3,80.0,70.0,85.0
Human Resources Management Capstone: HR for People Managers,University of Minnesota,85,Low,High School,65,Yes,Intermediate,4.6,77.0,59.0,75.0
Nursing Informatics Leadership Theory and Practice,University of Minnesota,74,Low,High School,70,Yes,Beginner,4.8,76.0,63.0,61.0
Lean Software Development,University of Minnesota,67,Low,College,72,No,Advanced,4.2,63.0,58.0,92.0
Managing Employee Compensation,University of Minnesota,66,Medium,High School,60,Yes,Intermediate,4.6,71.0,80.0,68.0
Agile Software Development,University of Minnesota,90,Low,College,66,Yes,Beginner,4.6,55.0,59.0,62.0
Introduction to UI Design,University of Minnesota,75,Low,College,66,Yes,Conversant,4.7,58.0,58.0,80.0
UI Design Capstone,University of Minnesota,84,Medium,High School,66,Yes,Intermediate,4.1,71.0,72.0,73.0
Nursing Informatics Leaders,University of Minnesota,90,Low,High School,61,Yes,Advanced,4.5,74.0,56.0,95.0
Healthcare Delivery Providers,University of Minnesota,80,High,Postgraduate,72,No,Intermediate,4.6,82.0,84.0,72.0
Healthcare Marketplace Capstone,University of Minnesota,86,Low,High School,67,No,Beginner,4.7,73.0,59.0,61.0
Fundamentals of Fluid Power,University of Minnesota,84,High,High School,64,Yes,Intermediate,4.8,76.0,91.0,68.0
Introduction to Integrative Nursing,University of Minnesota,85,High,College,70,Yes,Beginner,5,57.0,86.0,61.0
User Research and Design,University of Minnesota,50,Low,College,62,No,Advanced,4.5,57.0,59.0,91.0
Web and Mobile Testing with Selenium,University of Minnesota,74,High,Postgraduate,66,Yes,Intermediate,5,86.0,89.0,73.0
IS/IT Governance,University of Minnesota,52,Low,High School,64,No,Intermediate,4.5,75.0,63.0,74.0
Black-box and White-box Testing,University of Minnesota,96,Medium,College,69,No,Advanced,2.3,62.0,78.0,91.0
Introduction to Automated Analysis,University of Minnesota,95,High,High School,69,No,Advanced,4,73.0,92.0,95.0
Statistical Molecular Thermodynamics,University of Minnesota,63,Low,Postgraduate,70,Yes,Beginner,4.9,88.0,63.0,61.0
High Level Biocontainment for Healthcare Facilities,University of Nebraska,83,Medium,College,71,Yes,Beginner,4.6,59.0,75.0,62.0
Entrepreneurial Strategic Management,University of New Mexico,71,Medium,High School,66,Yes,Beginner,4.5,75.0,76.0,62.0
Curanderismo: Global & Cultural Influences of Traditional Healing,University of New Mexico,63,Medium,High School,69,Yes,Beginner,4.5,75.0,80.0,61.0
Curanderismo: Traditional Healing Using Plants,University of New Mexico,61,Low,High School,65,Yes,Beginner,4.7,78.0,56.0,59.0
International Business I,University of New Mexico,53,Medium,High School,72,Yes,Conversant,4.6,74.0,79.0,81.0
International Business II,University of New Mexico,60,Low,High School,66,Yes,Beginner,4.7,74.0,55.0,62.0
"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",University of New Mexico,71,Low,High School,70,Yes,Beginner,4.9,72.0,56.0,58.0
Web Application Development: Basic Concepts,University of New Mexico,68,Low,High School,67,Yes,Advanced,4.5,71.0,60.0,94.0
Curanderismo: Traditional Healing of the Body,University of New Mexico,90,Low,College,94,Yes,Intermediate,4.7,56.0,57.0,69.0
Research Design: Inquiry and Discovery,University of North Texas,54,Medium,Postgraduate,70,Yes,Beginner,4.7,86.0,78.0,57.0
Disaster Preparedness,University of Pittsburgh,94,Low,High School,69,No,Beginner,4.6,71.0,60.0,61.0
Clinical Terminology for International and U.S. Students,University of Pittsburgh,68,Low,College,68,No,Beginner,4.8,59.0,57.0,58.0
idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products,University of Pittsburgh,67,High,High School,62,Yes,Advanced,1,73.0,85.0,92.0
Disability Awareness and Support,University of Pittsburgh,84,Medium,Postgraduate,71,Yes,Beginner,4.4,86.0,78.0,58.0
"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,56,Medium,Postgraduate,65,No,Beginner,4.6,84.0,71.0,61.0
Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,56,Medium,Postgraduate,67,Yes,Beginner,4.7,85.0,74.0,60.0
"History of Rock, Part Two",University of Rochester,76,Medium,High School,68,Yes,Intermediate,4.8,75.0,73.0,73.0
"The Music of the Rolling Stones, 1962-1974",University of Rochester,65,Low,High School,70,No,Not Calibrated,4.7,79.0,61.0,54.0
The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior,University of Rochester,63,Low,High School,61,No,Intermediate,4.6,75.0,55.0,67.0
The Music of the Beatles,University of Rochester,87,Low,College,73,Yes,Beginner,4.7,62.0,58.0,62.0
The Power of Markets III: Input Markets and Promoting Efficiency,University of Rochester,94,Low,High School,69,No,Advanced,4.8,80.0,60.0,93.0
Introduction to Translational Science,University of Rochester,76,High,College,65,Yes,Beginner,4.4,59.0,91.0,60.0
The Power of Markets II: Market Structure and Firm Behavior,University of Rochester,59,High,Postgraduate,67,Yes,Beginner,4.5,90.0,90.0,60.0
"Technology Commercialization, Part 1: Setting up your Idea Filtering System",University of Rochester,77,Low,High School,67,No,Advanced,4.2,75.0,57.0,89.0
Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,University of Rochester,89,Low,High School,70,No,Intermediate,4.5,75.0,57.0,70.0
The Blues: Understanding and Performing an American Art Form,University of Rochester,63,Medium,High School,69,Yes,Intermediate,4.8,77.0,72.0,73.0
"Introduction to Self-Determination Theory: An approach to motivation, development and wellness",University of Rochester,65,Low,Postgraduate,67,Yes,Intermediate,4.9,87.0,60.0,67.0
Confronting The Big Questions: Highlights of Modern Astronomy,University of Rochester,93,Low,College,68,Yes,Intermediate,4.5,58.0,55.0,75.0
"History of Rock, Part One",University of Rochester,93,Low,High School,72,Yes,Intermediate,4.8,70.0,62.0,67.0
App Design and Development for iOS,University of Toronto,75,High,College,71,Yes,Advanced,4,55.0,84.0,90.0
Learn to Program: Crafting Quality Code,University of Toronto,94,Low,College,67,Yes,Advanced,4.6,63.0,60.0,95.0
Bioinformatic Methods I,University of Toronto,60,Low,Postgraduate,68,Yes,Beginner,4.6,93.0,58.0,57.0
Mind Control: Managing Your Mental Health During COVID-19,University of Toronto,70,Low,Postgraduate,65,No,Beginner,4.8,92.0,61.0,60.0
State Estimation and Localization for Self-Driving Cars,University of Toronto,54,High,High School,73,Yes,Beginner,4.6,71.0,87.0,61.0
Visual Perception for Self-Driving Cars,University of Toronto,80,High,High School,70,Yes,Beginner,4.5,78.0,82.0,58.0
The Social Context of Mental Health and Illness,University of Toronto,74,Medium,College,66,Yes,Beginner,4.5,56.0,70.0,62.0
The City and You: Find Your Best Place,University of Toronto,70,High,High School,70,Yes,Beginner,4.6,70.0,85.0,58.0
Communication Strategies for a Virtual Age,University of Toronto,94,Low,High School,69,Yes,Beginner,4.6,76.0,59.0,61.0
Bioinformatic Methods II,University of Toronto,76,Low,Postgraduate,71,Yes,Intermediate,4.7,85.0,58.0,69.0
Build Your Own iOS App,University of Toronto,84,High,High School,69,Yes,Advanced,3.2,72.0,91.0,97.0
Introduction to GIS Mapping,University of Toronto,69,Medium,High School,62,No,Beginner,4.8,78.0,73.0,60.0
Understanding and Managing the Stresses of Police Work,University of Toronto,61,Medium,High School,68,No,Intermediate,4.9,78.0,70.0,67.0
Learn to Program: The Fundamentals,University of Toronto,66,Medium,High School,64,No,Advanced,4.6,80.0,71.0,92.0
Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,69,Low,Postgraduate,66,Yes,Intermediate,4.6,92.0,55.0,73.0
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,83,Low,High School,68,No,Conversant,4.3,79.0,58.0,82.0
"GIS, Mapping, and Spatial Analysis Capstone",University of Toronto,71,Medium,College,68,Yes,Beginner,4.9,56.0,71.0,62.0
Introduction to Psychology,University of Toronto,76,Low,College,69,Yes,Beginner,4.8,56.0,59.0,58.0
Spatial Analysis and Satellite Imagery in a GIS,University of Toronto,77,High,College,65,No,Advanced,4.9,57.0,91.0,90.0
GIS Data Acquisition and Map Design,University of Toronto,66,Medium,High School,62,No,Advanced,4.9,76.0,80.0,95.0
Plant Bioinformatics Capstone,University of Toronto,71,Low,Postgraduate,70,Yes,Intermediate,4.9,86.0,62.0,73.0
iOS App Development Basics,University of Toronto,73,Low,College,68,Yes,Intermediate,4.2,58.0,55.0,75.0
Aboriginal Worldviews and Education,University of Toronto,85,High,College,67,Yes,Beginner,4.6,61.0,91.0,62.0
Motion Planning for Self-Driving Cars,University of Toronto,98,Medium,Postgraduate,71,Yes,Beginner,4.7,92.0,80.0,59.0
Plant Bioinformatics,University of Toronto,90,Medium,Postgraduate,68,Yes,Intermediate,4.8,82.0,71.0,71.0
Introduction to Self-Driving Cars,University of Toronto,68,Medium,High School,69,Yes,Intermediate,4.6,72.0,74.0,67.0
Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr),University of Virginia,64,Medium,College,71,No,Beginner,Not Calibrated,56.0,80.0,58.0
Cancer Prevention Web-Based Activity,University of Virginia,62,Medium,High School,70,No,Beginner,4.8,78.0,78.0,58.0
Cost and Economics in Pricing Strategy,University of Virginia,69,Medium,High School,66,No,Beginner,4.8,80.0,77.0,60.0
Age of Jefferson,University of Virginia,83,Medium,High School,68,Yes,Beginner,4.6,80.0,74.0,57.0
Agile Meets Design Thinking,University of Virginia,65,Medium,High School,69,No,Beginner,4.7,73.0,74.0,61.0
"Coding for Designers, Managers, & Entrepreneurs II",University of Virginia,56,Medium,High School,62,No,Beginner,4.4,77.0,74.0,62.0
"Grow to Greatness: Smart Growth for Private Businesses, Part I",University of Virginia,90,High,College,68,Yes,Intermediate,4.8,58.0,92.0,74.0
Managing an Agile Team,University of Virginia,59,Medium,High School,65,Yes,Beginner,4.7,72.0,73.0,60.0
Managing an Agile Team,University of Virginia,75,Medium,High School,64,Yes,Beginner,4.7,79.0,78.0,58.0
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,97,Low,Postgraduate,70,No,Beginner,4.8,81.0,58.0,58.0
Agile Meets Design Thinking,University of Virginia,94,Medium,College,66,No,Beginner,4.7,55.0,80.0,62.0
Strategic Planning and Execution,University of Virginia,89,Low,High School,71,Yes,Intermediate,4.7,77.0,57.0,75.0
Customer-Centric IT Strategy,University of Virginia,62,Low,High School,64,Yes,Intermediate,4.5,79.0,55.0,70.0
Pricing Strategy in Practice,University of Virginia,82,Medium,Postgraduate,63,Yes,Advanced,4.7,92.0,77.0,90.0
Financial Accounting Fundamentals,University of Virginia,82,Medium,High School,64,No,Beginner,4.8,79.0,72.0,60.0
How Things Work: An Introduction to Physics,University of Virginia,89,Low,College,69,No,Beginner,4.7,61.0,60.0,61.0
Digital Product Management: Modern Fundamentals,University of Virginia,74,Low,High School,66,No,Beginner,4.7,75.0,56.0,57.0
Business Strategy in Practice (Project-centered Course),University of Virginia,52,Low,Postgraduate,64,No,Advanced,4.6,86.0,57.0,97.0
Physician/Student Opioid Use Disorder Medication Assisted Treatment Waiver Training,University of Virginia,56,Low,College,64,Yes,Beginner,4.3,58.0,58.0,62.0
Managerial Accounting Fundamentals,University of Virginia,93,Low,College,68,No,Intermediate,4.8,63.0,60.0,69.0
Innovating with the Business Model Canvas,University of Virginia,57,Medium,High School,67,Yes,Beginner,4.6,70.0,76.0,61.0
"Plagues, Witches, and War: The Worlds of Historical Fiction",University of Virginia,64,Medium,High School,71,Yes,Intermediate,4.5,73.0,75.0,70.0
Customer Value in Pricing Strategy,University of Virginia,62,Medium,College,73,No,Advanced,4.8,61.0,74.0,90.0
Digital Product Management: Modern Fundamentals,University of Virginia,77,Medium,High School,71,Yes,Beginner,4.7,78.0,72.0,62.0
"Coding for Designers, Managers, & Entrepreneurs III",University of Virginia,53,Low,College,73,No,Advanced,4.9,56.0,60.0,89.0
Agile Analytics,University of Virginia,52,High,College,64,No,Beginner,4.7,60.0,92.0,57.0
Aspectos bï¿½sicos de la planificaciï¿½n y la gestiï¿½n de proyectos,University of Virginia,95,Medium,High School,63,No,Intermediate,4.8,76.0,77.0,75.0
Foundations of Business Strategy,University of Virginia,88,Medium,High School,74,Yes,Intermediate,4.7,79.0,72.0,74.0
Advanced Business Strategy,University of Virginia,60,Medium,High School,68,Yes,Beginner,4.7,79.0,71.0,62.0
Digital Transformation,University of Virginia,56,Low,High School,67,No,Intermediate,4.8,70.0,55.0,73.0
Agile Analytics,University of Virginia,79,Low,High School,64,No,Beginner,4.7,76.0,56.0,57.0
Design Thinking for Innovation,University of Virginia,65,Medium,High School,64,Yes,Beginner,4.6,78.0,71.0,60.0
Public Policy Challenges of the 21st Century,University of Virginia,57,Medium,High School,61,No,Beginner,4.6,77.0,71.0,62.0
